2933.80112 14.339 0.005
2939.80964 14.535 0.005
2942.78503 14.471 0.005
2946.80546 14.489 0.005
2948.85057 14.330 0.005
2952.78982 14.346 0.005
2955.84684 14.291 0.005
2957.77439 14.464 0.005
2961.75771 14.480 0.005
2963.81598 14.304 0.005
2966.75531 14.554 0.005
2970.76943 14.477 0.005
2974.68407 14.392 0.005
2975.80922 14.371 0.005
2979.84567 14.396 0.005
2983.75366 14.413 0.005
2986.73614 14.323 0.005
2988.70308 14.501 0.005
2990.72774 14.338 0.005
2992.72452 14.522 0.005
2994.81527 14.368 0.005
2996.69078 14.541 0.005
2998.68137 14.382 0.005
3000.69087 14.557 0.005
3002.67862 14.395 0.005
3004.67782 14.569 0.005
3006.62356 14.410 0.005
3010.69811 14.439 0.005
3012.79358 14.306 0.005
3016.71227 14.275 0.005
3018.70212 14.480 0.005
3020.77749 14.302 0.005
3022.80392 14.516 0.005
3024.75257 14.335 0.005
3026.72167 14.513 0.005
3028.75735 14.369 0.005
3030.76235 14.639 0.005
3033.68881 14.795 0.005
3035.69051 14.907 0.005
3041.57130 14.833 0.005
3043.60115 14.548 0.005
3045.64016 14.579 0.005
3047.59434 14.345 0.005
3049.60003 14.521 0.005
3050.57063 14.451 0.005
3052.56497 14.460 0.005
3054.56660 14.301 0.005
3056.56578 14.472 0.005
3058.55882 14.274 0.005
3060.57993 14.481 0.005
3067.64162 14.446 0.005
3069.60016 14.415 0.005
3073.51014 14.324 0.005
3075.60287 14.477 0.005
3078.52501 14.396 0.005
3081.67770 14.324 0.005
3084.58994 14.531 0.005
3087.55172 14.519 0.005
3089.65514 14.366 0.005
3092.59315 14.286 0.005
3098.59529 14.484 0.005
3101.55561 14.424 0.005
3104.52703 14.326 0.005
3107.50886 14.456 0.005
3110.53540 14.535 0.005
3113.51905 14.471 0.005
3125.51654 14.530 0.005
3135.48243 14.403 0.005
3229.89656 14.404 0.005
3239.91042 14.567 0.005
3247.88130 14.531 0.005
3256.85796 14.375 0.005
3268.85013 14.436 0.005
3273.80892 14.527 0.005
3276.89442 14.466 0.005
3281.80461 14.559 0.005
3289.81829 14.411 0.005
3294.81623 14.385 0.005
3296.82162 14.560 0.005
3298.85221 14.404 0.005
3301.67247 14.288 0.005
3303.84156 14.505 0.005
3306.81630 14.440 0.005
3308.83315 14.404 0.005
3310.86546 14.462 0.005
3314.83297 14.478 0.005
3329.80481 14.443 0.005
3334.70094 14.548 0.005
3338.75700 14.593 0.005
3352.64367 14.716 0.005
3355.66553 14.436 0.005
3359.72451 14.417 0.005
3363.70248 14.435 0.005
3369.76939 14.277 0.005
3372.67450 14.544 0.005
3377.70863 14.304 0.005
3386.79126 14.463 0.005
3391.58205 14.537 0.005
3395.63681 14.566 0.005
3398.69364 14.500 0.005
3403.66875 14.468 0.005
3406.60276 14.524 0.005
3410.62036 14.540 0.005
3415.59210 14.289 0.005
3421.58049 14.496 0.005
3428.57948 14.463 0.005
3436.57381 14.487 0.005
3443.51655 14.439 0.005
3452.53640 14.561 0.005
3574.92713 14.268 0.005
3588.91748 14.522 0.005
3590.91936 14.365 0.005
3614.90854 14.485 0.005
3629.80389 14.477 0.005
3634.76201 14.561 0.005
3640.75832 14.418 0.005
3650.81034 14.447 0.005
3653.83825 14.933 0.005
3661.80058 14.808 0.005
3666.79773 14.377 0.005
3671.79611 14.475 0.005
3675.81053 14.492 0.005
3683.83368 14.535 0.005
3687.69548 14.538 0.005
3689.79908 14.386 0.005
3692.71966 14.268 0.005
3694.85194 14.501 0.005
3696.67242 14.308 0.005
3699.68469 14.546 0.005
3701.73581 14.440 0.005
3704.75719 14.368 0.005
3706.75623 14.549 0.005
3711.64744 14.270 0.005
3713.66103 14.488 0.005
3716.69449 14.419 0.005
3719.67175 14.322 0.005
3725.75511 14.543 0.005
3727.70307 14.376 0.005
3730.63130 14.271 0.005
3733.62006 14.564 0.005
3734.72290 14.312 0.005
3736.74183 14.506 0.005
3738.66378 14.338 0.005
3740.69875 14.518 0.005
3743.66427 14.451 0.005
3746.73822 14.384 0.005
3748.69151 14.547 0.005
3750.58305 14.379 0.005
3752.70435 14.567 0.005
3754.69276 14.420 0.005
3758.71362 14.436 0.005
3762.67174 14.457 0.005
3769.73428 14.407 0.005
3772.70243 14.319 0.005
3778.67291 14.515 0.005
3781.73392 14.464 0.005
3786.55702 14.549 0.005
3791.55265 14.297 0.005
3798.55296 14.476 0.005
3805.53818 14.553 0.005
3819.51713 14.443 0.005
3938.93494 14.530 0.005
3961.91187 14.704 0.005
3968.89435 15.013 0.005
3974.87994 14.490 0.005
3981.78737 14.344 0.005
3987.91136 14.560 0.005
3995.81896 14.557 0.005
4002.81834 14.526 0.005
4004.83956 14.373 0.005
4007.77218 14.270 0.005
4011.75290 14.285 0.005
4018.79225 14.467 0.005
4023.78666 14.368 0.005
4026.70261 14.266 0.005
4028.83859 14.494 0.005
4031.72633 14.408 0.005
4037.83526 14.419 0.005
4040.80199 14.535 0.005
4042.81747 14.374 0.005
4046.69226 14.382 0.005
4048.78165 14.568 0.005
4051.77127 14.493 0.005
4053.82255 14.335 0.005
4056.64241 14.539 0.005
4059.65340 14.515 0.005
4064.67608 14.267 0.005
4067.67653 14.557 0.005
4069.66466 14.398 0.005
4072.70181 14.318 0.005
4076.77226 14.346 0.005
4079.64714 14.383 0.005
4082.66778 14.532 0.005
4084.74823 14.391 0.005
4087.66804 14.280 0.005
4093.81639 14.521 0.005
4102.62266 14.268 0.005
4104.79137 14.485 0.005
4109.65264 14.559 0.005
4113.67151 14.497 0.005
4118.57843 14.366 0.005
4120.66456 14.546 0.005
4124.69528 14.566 0.005
4127.64924 14.492 0.005
4132.62724 14.514 0.005
4142.56227 14.474 0.005
4150.53933 14.799 0.005
4154.51775 14.838 0.006
4165.54574 14.490 0.005
4183.50211 14.386 0.005
4341.84888 14.274 0.005
4345.90798 14.298 0.005
4350.88238 14.427 0.005
4355.88996 14.522 0.005
4361.85070 14.375 0.005
4364.85751 14.290 0.005
4367.76999 14.557 0.005
4370.80688 14.501 0.005
4376.84194 14.355 0.005
4379.84828 14.257 0.005
4383.85254 14.285 0.005
4388.79243 14.413 0.005
4392.84668 14.441 0.005
4398.79546 14.264 0.005
4403.73524 14.392 0.005
4410.86233 14.338 0.005
4417.75029 14.272 0.005
4421.72627 14.269 0.005
4421.78217 14.279 0.005
4425.74630 14.302 0.005
4429.71045 14.318 0.005
4431.85028 14.530 0.005
4436.71470 14.280 0.005
4439.72276 14.555 0.005
4442.70008 14.467 0.005
4448.75352 14.334 0.005
4450.76040 14.516 0.005
4453.73604 14.459 0.005
4456.74940 14.472 0.005
4458.69703 14.759 0.005
4461.64710 14.845 0.005
4465.66793 14.743 0.005
4468.69869 14.511 0.005
4473.63501 14.525 0.005
4477.72255 14.550 0.005
4479.74417 14.397 0.005
4483.70407 14.413 0.005
4486.70251 14.325 0.005
4490.70075 14.350 0.005
4493.77158 14.266 0.005
4498.63551 14.390 0.005
4501.62863 14.294 0.005
4505.59917 14.323 0.005
4508.57668 14.485 0.005
4510.65490 14.450 0.005
4516.53559 14.274 0.005
4520.62560 14.302 0.005
4523.60915 14.547 0.005
4530.55256 14.516 0.005
4532.54627 14.366 0.005
4535.60374 14.272 0.005
4538.62430 14.556 0.005
4540.59362 14.404 0.005
